ID,Nombre,Equipo,Puntaje,Competencias
8771,Repe,Atletico Mineiro,83.7,6
6250,Jalenafe,Sao Paulo,63.6,14
5171,Relu,Fluminense,50.9,8
1992,Vasada,Gremio,96.0,40
826,Macobase,Fluminense,98.4,31
5830,Maja,Botafogo,65.5,3
7970,Fenanomi,Atletico Mineiro,70.9,32
5085,Miselu,Flamengo,58.0,23
1457,Nope,Gremio,54.9,13
4758,Nadapema,Gremio,62.2,18
940,Pedafica,Flamengo,60.0,40
5995,Sotosere,Sao Paulo,84.9,28
9170,Cotoda,Internacional,65.1,18
8732,Marosoca,Corinthians,63.5,22
5649,Nacorefi,Corinthians,82.8,33
3172,Fifi,Corinthians,80.2,40
548,Tovasope,Atletico Mineiro,73.7,9
3366,Nopepape,Atletico Mineiro,78.4,37
2573,Codijapa,Fluminense,65.7,14
4964,Fibale,Sao Paulo,69.7,2
213,Noma,Atletico Mineiro,99.7,26
1092,Papadaco,Vasco da Gama,71.4,26
5688,Rova,Atletico Mineiro,98.9,19
9968,Semiso,Vasco da Gama,68.4,13
8102,Daseti,Corinthians,52.4,32
9083,Napa,Fluminense,98.4,27
9804,Lulerofi,Flamengo,70.2,16
8078,Fijaluma,Gremio,69.9,16
478,Sarodaba,Atletico Mineiro,88.9,1
3892,Nalu,Cruzeiro,71.7,7
9636,Vafi,Vasco da Gama,79.6,2
3334,Tipecoro,Corinthians,69.6,5
1423,Bava,Vasco da Gama,84.4,2
4612,Babasaja,Santos,96.3,18
4592,Nona,Santos,93.0,1
916,Nococapa,Flamengo,62.4,8
9432,Direbare,Corinthians,91.6,9
2307,Reno,Sao Paulo,97.4,23
2322,Ferono,Internacional,65.6,22
3682,Nadatosa,Internacional,58.3,14
7461,Cofi,Santos,91.7,27
9491,Sereroti,Atletico Mineiro,83.4,2
1400,Misereba,Atletico Mineiro,52.1,13
9469,Vana,Botafogo,70.1,16
2508,Banama,Botafogo,98.8,9
4176,Dabaseno,Palmeiras,84.0,9
2105,Seno,Botafogo,61.1,8
469,Naja,Atletico Mineiro,74.1,11
6999,Cacati,Palmeiras,51.5,13
7976,Tolecare,Flamengo,69.0,23
8743,Navati,Sao Paulo,52.6,17
7048,Casa,Cruzeiro,88.3,2
1993,Fetimidi,Corinthians,81.1,36
6949,Patofisa,Atletico Mineiro,56.3,21
9504,Jaroso,Botafogo,93.9,30
3795,Lepa,Atletico Mineiro,50.7,6
8192,Jadiseso,Internacional,62.0,34
3503,Rejare,Vasco da Gama,84.6,1
5043,Firodi,Palmeiras,68.4,29
766,Luluva,Gremio,72.6,14
3194,Sodiroja,Corinthians,91.1,9
8816,Luva,Botafogo,77.9,27
5293,Paja,Internacional,74.8,35
1474,Dadabaro,Vasco da Gama,74.1,9
3349,Dilesato,Palmeiras,81.9,35
7332,Sojaja,Flamengo,79.5,6
7572,Cobamaca,Fluminense,51.5,34
9554,Tifeso,Internacional,98.1,19
1272,Dasaja,Botafogo,69.0,29
9990,Jadipelu,Cruzeiro,87.4,38
9959,Jase,Cruzeiro,93.2,6
7302,Topeco,Vasco da Gama,55.2,38
8652,Namaroba,Internacional,84.1,4
9213,Solelu,Flamengo,69.7,6
9967,Darecoro,Internacional,93.1,1
91,Midi,Palmeiras,92.2,28
8454,Cababa,Fluminense,54.5,5
7498,Lero,Santos,65.5,23
1690,Dise,Palmeiras,78.0,26
6631,Sejadiso,Sao Paulo,75.9,16
5687,Fefi,Fluminense,71.6,35
6820,Nocape,Cruzeiro,68.7,36
7731,Macosa,Internacional,87.9,1
7190,Batinono,Cruzeiro,52.1,21
5878,Coti,Cruzeiro,61.3,27
953,Pele,Sao Paulo,61.3,25
3016,Dicoca,Atletico Mineiro,93.4,39
5428,Corolule,Internacional,93.4,22
307,Tomidi,Fluminense,78.8,36
1821,Damilu,Internacional,68.3,2
6369,Jajajafi,Santos,52.2,6
2265,Bafi,Palmeiras,79.6,32
9930,Bapa,Botafogo,85.5,24
9896,Lenamilu,Gremio,58.0,13
2480,Didida,Palmeiras,71.5,28
2009,Tiba,Vasco da Gama,81.6,7
2500,Pabaca,Fluminense,97.0,40
3383,Varena,Corinthians,77.4,22
1529,Baleja,Fluminense,79.2,30
1397,Jano,Cruzeiro,59.8,29
46,Retoda,Santos,92.5,20
4350,Patida,Sao Paulo,68.9,8
2971,Banaluna,Gremio,73.7,14
1180,Jaja,Flamengo,97.8,6
4675,Fitopaso,Gremio,99.9,13
8034,Bati,Palmeiras,69.2,17
6961,Coro,Sao Paulo,57.0,20
6935,Papanoma,Fluminense,96.3,34
7917,Cati,Santos,84.6,14
9784,Fidise,Cruzeiro,91.6,40
9633,Pasafe,Atletico Mineiro,71.3,36
192,Sefe,Gremio,50.9,35
4235,Pelu,Corinthians,59.0,24
7147,Fimi,Santos,66.7,31
634,Sadi,Sao Paulo,74.1,9
5206,Vasedi,Santos,57.8,6
4698,Tiperodi,Santos,65.0,32
8432,Divanami,Cruzeiro,68.9,15
9290,Coluditi,Botafogo,63.7,13
5960,Pano,Corinthians,64.7,21
6890,Seso,Santos,61.2,12
1255,Feledile,Atletico Mineiro,72.1,22
2795,Tifimato,Flamengo,78.8,28
6895,Lese,Internacional,85.7,29
2300,Satolele,Gremio,74.5,14
8867,Tima,Flamengo,58.8,17
7460,Maledina,Vasco da Gama,90.0,38
3839,Jamapapa,Cruzeiro,91.5,34
6760,Sonosa,Sao Paulo,85.5,19
1678,Leda,Flamengo,65.6,19
9994,Datocova,Santos,57.0,18
9517,Coroto,Corinthians,97.2,35
4995,Sadino,Internacional,50.4,26
4582,Miso,Sao Paulo,80.7,16
7256,Nafediro,Sao Paulo,65.4,35
2713,Cotole,Flamengo,88.6,32
2284,Tidaca,Botafogo,99.2,6
8546,Firecoda,Vasco da Gama,51.6,28
8738,Sodise,Botafogo,51.5,7
3055,Vacovafe,Cruzeiro,90.4,5
2651,Soficano,Gremio,75.7,14
7514,Cofepelu,Palmeiras,81.2,7
2671,Namito,Botafogo,67.4,14
315,Lesa,Fluminense,91.7,37
9417,Feto,Palmeiras,68.6,31
1752,Mife,Flamengo,70.0,40
2332,Novapa,Cruzeiro,84.6,9
9039,Tono,Botafogo,62.0,7
8071,Novase,Sao Paulo,85.6,14
3573,Fico,Internacional,57.4,12
2626,Mipafi,Flamengo,97.9,26
1348,Pere,Botafogo,98.5,39
9259,Majadasa,Palmeiras,53.4,38
8673,Fetopefe,Corinthians,58.6,29
6248,Nasa,Palmeiras,70.7,36
5056,Resareda,Internacional,83.1,38
622,Mapenaba,Sao Paulo,71.3,1
7409,Cofi,Palmeiras,96.9,18
3826,Paba,Corinthians,83.3,40
1352,Madava,Santos,98.6,17
7989,Fero,Botafogo,61.5,12
518,Midaba,Fluminense,75.4,9
8570,Lefilemi,Palmeiras,84.4,27
2738,Nope,Vasco da Gama,74.6,5
9946,Noditi,Fluminense,67.0,39
8504,Levale,Gremio,62.2,3
9171,Cole,Corinthians,79.7,4
347,Petopa,Fluminense,83.3,24
5937,Fimanaco,Santos,98.1,2
6215,Seroseso,Cruzeiro,82.5,29
6535,Namafico,Corinthians,92.2,33
8781,Ficana,Gremio,88.0,39
9753,Bapepeno,Sao Paulo,79.8,28
8381,Padica,Gremio,57.6,18
2833,Fito,Botafogo,69.4,2
5218,Vafediba,Santos,65.0,23
4663,Sejapero,Gremio,97.8,25
7757,Jama,Botafogo,63.4,2
3607,Mamapelu,Flamengo,71.2,33
4204,Tisoso,Atletico Mineiro,69.9,4
5407,Salu,Internacional,82.2,31
7053,Fino,Santos,52.4,13
7515,Tinana,Flamengo,56.3,18
6098,Mibafi,Cruzeiro,80.2,29
6323,Luto,Gremio,68.7,17
9539,Dirole,Atletico Mineiro,84.1,9
6835,Sepelefe,Corinthians,68.2,31
8910,Pedaba,Flamengo,99.0,6
9763,Misacova,Palmeiras,61.0,12
7875,Bama,Santos,53.3,24
3337,Parerele,Palmeiras,71.3,29
2935,Roma,Flamengo,66.0,11
5028,Dinano,Santos,53.3,13
1066,Nose,Santos,85.8,14
1887,Ropesose,Botafogo,90.0,17
1547,Sofe,Corinthians,70.7,25
650,Basopaco,Fluminense,95.6,10
8235,Sojapese,Cruzeiro,84.1,8
7601,Vava,Vasco da Gama,70.1,37
1019,Fibaso,Gremio,58.4,21
4733,Dadi,Botafogo,93.8,19
6626,Resano,Gremio,79.7,27
3645,Jabarere,Internacional,83.4,29
2369,Sosemifi,Vasco da Gama,66.1,40
5511,Renape,Palmeiras,64.9,21
7886,Leso,Botafogo,73.2,5
2863,Diti,Cruzeiro,56.6,5
5034,Catoti,Palmeiras,93.5,14
2998,Nacada,Gremio,58.8,30
8954,Fenoba,Palmeiras,69.6,14
4031,Rofi,Corinthians,70.4,12
8854,Papale,Sao Paulo,81.2,14
6142,Diba,Fluminense,67.1,14
2563,Colejano,Vasco da Gama,96.6,9
9146,Cami,Internacional,87.8,13
2643,Toropa,Corinthians,56.3,15
7612,Daroja,Botafogo,85.9,8
4413,Finomimi,Cruzeiro,52.3,28
5020,Dipa,Vasco da Gama,56.6,38
42,Jana,Gremio,59.7,26
2158,Socono,Vasco da Gama,89.0,39
3243,Nosefina,Flamengo,84.8,23
1875,Lureda,Gremio,65.8,13
7319,Mapa,Corinthians,93.3,6
682,Lujafi,Corinthians,72.9,1
6908,Lemimadi,Sao Paulo,77.1,39
4842,Dire,Cruzeiro,54.3,40
871,Vasepepe,Botafogo,91.0,4
4067,Cama,Palmeiras,59.8,7
8134,Noconodi,Gremio,72.7,26
306,Tomanaco,Botafogo,50.7,25
9495,Mapecore,Flamengo,65.2,28
666,Sofi,Cruzeiro,94.1,14
2404,Repetile,Sao Paulo,51.6,12
3400,Tijale,Flamengo,73.2,12
5803,Sasefi,Cruzeiro,96.6,35
728,Tonamito,Palmeiras,55.4,20
9330,Ludijafi,Fluminense,59.9,15
201,Dacadile,Fluminense,76.8,34
2552,Felusefe,Corinthians,97.1,26
6195,Satifepe,Gremio,81.6,27
2379,Feti,Palmeiras,74.0,4
5525,Madiro,Botafogo,86.7,35
9181,Peremi,Internacional,51.2,27
6529,Pepanaco,Sao Paulo,74.7,8
8777,Pase,Internacional,97.8,37
1936,Setomiti,Corinthians,63.9,13
7930,Totoda,Cruzeiro,71.0,5
3967,Mimifefe,Santos,78.4,3
2316,Topa,Botafogo,87.2,18
4216,Sanadalu,Fluminense,98.6,39
2767,Rodape,Corinthians,50.1,7
750,Penoto,Palmeiras,60.5,14
143,Sojati,Atletico Mineiro,80.2,18
7799,Matodi,Gremio,98.8,2
6358,Dalecama,Fluminense,67.6,10
5302,Torebada,Fluminense,98.2,37
9013,Nafi,Cruzeiro,51.8,23
3316,Jaja,Santos,50.2,38
5849,Casa,Cruzeiro,94.0,6
7900,Torono,Palmeiras,88.5,40
599,Tirona,Atletico Mineiro,99.0,26
2910,Lemidava,Palmeiras,78.0,18
250,Cono,Vasco da Gama,51.0,23
298,Maco,Flamengo,92.7,15
5659,Bape,Botafogo,70.9,18
6757,Lenorelu,Botafogo,55.9,19
8126,Ferelufi,Vasco da Gama,98.0,7
7610,Corenore,Corinthians,80.1,14
6261,Cope,Internacional,53.8,15
5193,Casapeso,Internacional,53.7,12
4469,Fefinofe,Botafogo,99.5,30
7445,Madacafe,Botafogo,69.1,22
4388,Tose,Cruzeiro,57.0,37
2458,Sajaroti,Vasco da Gama,66.9,9
7206,Basero,Palmeiras,65.9,5
5737,Fireda,Botafogo,65.6,21
9780,Semida,Vasco da Gama,69.2,15
1599,Papamise,Vasco da Gama,61.1,26
9401,Corolu,Vasco da Gama,92.8,38
1300,Cosamidi,Gremio,59.9,25
5624,Dimaco,Corinthians,65.9,20
9361,Sole,Gremio,71.7,38
3655,Micale,Botafogo,59.5,9
5186,Jasapa,Vasco da Gama,81.8,33
444,Nopatiti,Botafogo,82.3,24
1450,Remiva,Gremio,74.4,35
2463,Navava,Sao Paulo,69.9,17
4548,Bavaja,Gremio,93.3,15
3064,Nacafire,Palmeiras,50.2,21
2548,Jarenasa,Atletico Mineiro,50.7,19
2953,Miba,Flamengo,68.3,15
1483,Milufile,Vasco da Gama,67.6,37
6336,Lule,Cruzeiro,50.0,29
995,Filesefi,Gremio,52.8,21
8760,Penodida,Flamengo,55.1,13
2000,Feba,Palmeiras,84.0,15
3965,Senacava,Flamengo,87.8,18
6214,Vadi,Santos,55.0,10
1826,Petimi,Atletico Mineiro,89.1,38
784,Fitoto,Atletico Mineiro,78.7,8
3519,Pedava,Santos,88.4,13
3259,Jadi,Cruzeiro,90.0,22
4309,Finopaco,Botafogo,50.5,1
6881,Mito,Fluminense,58.0,28
2207,Mino,Vasco da Gama,87.4,27
407,Novasele,Fluminense,91.7,32
8676,Bati,Santos,52.8,21
3437,Vamabami,Gremio,88.2,27
881,Mifida,Botafogo,50.7,19
2610,Tocajafi,Botafogo,81.5,32
2561,Repa,Corinthians,77.1,30
9577,Badisale,Atletico Mineiro,60.6,29
5939,Dinona,Fluminense,89.5,40
7146,Camina,Vasco da Gama,71.8,18
6677,Japejava,Atletico Mineiro,87.7,7
2417,Tomati,Santos,50.7,20
7694,Datofepe,Botafogo,56.1,10
1031,Sacadaco,Corinthians,92.4,3
9472,Ticamire,Corinthians,95.5,34
6396,Camasaco,Botafogo,85.2,37
2248,Fitonosa,Flamengo,50.9,23
3094,Perore,Flamengo,57.4,24
7282,Fecanosa,Cruzeiro,84.1,21
3484,Naro,Santos,89.6,7
6508,Javadaco,Santos,91.1,19
6097,Pedaro,Fluminense,90.5,12
5955,Valesole,Flamengo,54.8,26
2018,Direja,Atletico Mineiro,82.0,35
5628,Nolufe,Flamengo,91.5,34
3163,Roro,Gremio,86.1,5
2338,Pama,Fluminense,93.5,17
3938,Mitocana,Vasco da Gama,56.4,1
4271,Dilefemi,Vasco da Gama,50.6,25
9255,Rero,Corinthians,50.0,38
5993,Vato,Internacional,51.5,23
4308,Minafe,Santos,68.5,24
6078,Cosava,Vasco da Gama,54.3,23
1499,Lepanodi,Internacional,73.8,1
4912,Cojaca,Atletico Mineiro,99.4,20
5987,Filuva,Corinthians,81.1,33
9224,Coto,Fluminense,65.8,11
7934,Mano,Corinthians,90.5,20
1642,Cosolu,Santos,83.3,32
1305,Damipe,Fluminense,98.1,37
5672,Nomaseva,Fluminense,65.4,33
6671,Tonobami,Corinthians,92.7,20
9536,Titipa,Corinthians,50.7,5
5003,Redi,Internacional,73.2,5
6823,Tomire,Flamengo,88.6,9
7279,Japecama,Corinthians,84.9,1
1857,Darerefi,Vasco da Gama,87.8,25
6892,Mimitoja,Atletico Mineiro,96.5,1
6568,Penadapa,Sao Paulo,67.4,38
7565,Roto,Sao Paulo,83.7,15
8833,Rosojama,Fluminense,59.1,10
5427,Lele,Vasco da Gama,74.5,13
5429,Nalupa,Sao Paulo,91.5,13
4549,Dava,Botafogo,63.3,23
4111,Pasosofe,Vasco da Gama,69.8,33
7688,Japarema,Cruzeiro,87.4,4
3641,Todaja,Fluminense,81.7,12
1819,Balu,Botafogo,99.1,1
5827,Rononoma,Vasco da Gama,61.0,14
9340,Fino,Cruzeiro,83.3,29
6845,Cajapaso,Flamengo,98.8,14
866,Somi,Internacional,94.5,11
2114,Jafero,Internacional,54.0,8
4777,Jalu,Palmeiras,70.5,7
6641,Vasatile,Corinthians,76.7,33
8148,Nadi,Fluminense,62.2,4
2240,Ficaleso,Cruzeiro,93.3,30
8944,Mire,Fluminense,70.6,29
9488,Sapa,Fluminense,53.5,15
2871,Leda,Vasco da Gama,65.7,28
3727,Somi,Atletico Mineiro,60.1,9
5658,Sefimiba,Cruzeiro,72.6,14
7553,Tocoba,Palmeiras,59.3,3
9076,Jano,Vasco da Gama,91.0,8
8924,Jamajama,Cruzeiro,70.5,22
2845,Setidimi,Cruzeiro,65.3,2
5777,Nocorodi,Vasco da Gama,86.5,7
9547,Renosere,Cruzeiro,78.1,31
5559,Nanofemi,Gremio,93.4,30
7090,Toba,Cruzeiro,67.0,4
6573,Mica,Atletico Mineiro,54.8,39
4439,Lufeja,Palmeiras,96.5,2
6919,Tiso,Palmeiras,69.5,30
2710,Dase,Atletico Mineiro,83.8,1
8839,Sevato,Palmeiras,70.8,21
9000,Comi,Flamengo,93.9,19
855,Padaca,Santos,69.9,27
4394,Colu,Vasco da Gama,62.6,3
3788,Fesaropa,Atletico Mineiro,93.7,26
7739,Lusoti,Fluminense,75.8,36
588,Nocasoja,Botafogo,54.0,14
967,Luja,Vasco da Gama,58.7,7
6798,Vadalupe,Atletico Mineiro,76.2,2
9447,Refevaca,Cruzeiro,91.0,33
3707,Sotilu,Vasco da Gama,59.2,31
7145,Toleba,Botafogo,69.3,9
1761,Fefe,Atletico Mineiro,64.1,11
8836,Mitidaja,Internacional,59.3,33
8004,Pafe,Santos,69.7,21
3205,Dijapa,Atletico Mineiro,52.8,28
7660,Peca,Santos,54.4,30
200,Tica,Gremio,65.7,28
2333,Feso,Vasco da Gama,75.3,19
3147,Fito,Sao Paulo,50.2,15
2168,Tofino,Atletico Mineiro,89.4,26
388,Rorevami,Sao Paulo,81.9,24
4562,Dama,Vasco da Gama,76.7,38
8013,Casore,Vasco da Gama,87.6,12
9579,Copatina,Palmeiras,72.8,15
2269,Tijamiba,Santos,58.0,37
6736,Savape,Palmeiras,74.6,9
8338,Dalefesa,Botafogo,77.4,2
6945,Tirocosa,Internacional,50.0,29
2215,Mifipe,Atletico Mineiro,78.3,6
8348,Fejare,Atletico Mineiro,53.2,12
9661,Patinose,Santos,78.0,30
5398,Vapafi,Internacional,75.8,15
2919,Dicoca,Santos,71.9,28
2174,Caso,Cruzeiro,66.4,39
9694,Japeca,Flamengo,79.6,40
8000,Feda,Cruzeiro,70.3,17
6193,Lutitova,Corinthians,63.9,38
4013,Dife,Fluminense,52.2,32
