id,nombre,equipo,puntaje,competencias
90,Deportista_90,Equipo_10,17,913728297
91,Deportista_91,Equipo_1,12,913728297
92,Deportista_92,Equipo_2,9,913728297
93,Deportista_93,Equipo_3,8,913728297
94,Deportista_94,Equipo_4,2,913728297
95,Deportista_95,Equipo_5,16,913728297
96,Deportista_96,Equipo_6,18,913728297
97,Deportista_97,Equipo_7,14,913728297
98,Deportista_98,Equipo_8,9,913728297
99,Deportista_99,Equipo_9,12,913728297
100,Deportista_100,Equipo_10,10,913728297
101,Deportista_101,Equipo_1,5,913728297
102,Deportista_102,Equipo_2,4,913728297
103,Deportista_103,Equipo_3,19,913728297
104,Deportista_104,Equipo_4,1,913728297
105,Deportista_105,Equipo_5,19,913728297
106,Deportista_106,Equipo_6,9,913728297
107,Deportista_107,Equipo_7,18,913728297
108,Deportista_108,Equipo_8,17,913728297
109,Deportista_109,Equipo_9,4,913728297
110,Deportista_110,Equipo_10,4,913728297
111,Deportista_111,Equipo_1,20,913728297
112,Deportista_112,Equipo_2,6,913728297
113,Deportista_113,Equipo_3,11,913728297
114,Deportista_114,Equipo_4,20,913728297
115,Deportista_115,Equipo_5,7,913728297
116,Deportista_116,Equipo_6,3,913728297
117,Deportista_117,Equipo_7,5,913728297
118,Deportista_118,Equipo_8,8,913728297
119,Deportista_119,Equipo_9,5,913728297
120,Deportista_120,Equipo_10,12,913728297
121,Deportista_121,Equipo_1,9,913728297
122,Deportista_122,Equipo_2,4,913728297
123,Deportista_123,Equipo_3,9,913728297
124,Deportista_124,Equipo_4,3,913728297
125,Deportista_125,Equipo_5,11,913728297
126,Deportista_126,Equipo_6,2,913728297
127,Deportista_127,Equipo_7,11,913728297
128,Deportista_128,Equipo_8,6,913728297
129,Deportista_129,Equipo_9,17,913728297
130,Deportista_130,Equipo_10,7,913728297
131,Deportista_131,Equipo_1,6,913728297
132,Deportista_132,Equipo_2,17,913728297
133,Deportista_133,Equipo_3,19,913728297
134,Deportista_134,Equipo_4,18,913728297
135,Deportista_135,Equipo_5,5,913728297
136,Deportista_136,Equipo_6,17,913728297
137,Deportista_137,Equipo_7,20,913728297
138,Deportista_138,Equipo_8,11,913728297
139,Deportista_139,Equipo_9,12,913728297
140,Deportista_140,Equipo_10,12,913728297
141,Deportista_141,Equipo_1,11,913728297
142,Deportista_142,Equipo_2,15,913728297
143,Deportista_143,Equipo_3,4,913728297
144,Deportista_144,Equipo_4,2,913728297
145,Deportista_145,Equipo_5,17,913728297
146,Deportista_146,Equipo_6,14,913728297
147,Deportista_147,Equipo_7,9,913728297
148,Deportista_148,Equipo_8,16,913728297
149,Deportista_149,Equipo_9,7,913728297
150,Deportista_150,Equipo_10,1,913728297
151,Deportista_151,Equipo_1,5,913728297
152,Deportista_152,Equipo_2,3,913728297
153,Deportista_153,Equipo_3,8,913728297
154,Deportista_154,Equipo_4,17,913728297
155,Deportista_155,Equipo_5,19,913728297
156,Deportista_156,Equipo_6,13,913728297
157,Deportista_157,Equipo_7,13,913728297
158,Deportista_158,Equipo_8,10,913728297
159,Deportista_159,Equipo_9,11,913728297
160,Deportista_160,Equipo_10,8,913728297
161,Deportista_161,Equipo_1,2,913728297
162,Deportista_162,Equipo_2,13,913728297
163,Deportista_163,Equipo_3,16,913728297
164,Deportista_164,Equipo_4,20,913728297
165,Deportista_165,Equipo_5,5,913728297
166,Deportista_166,Equipo_6,12,913728297
167,Deportista_167,Equipo_7,8,913728297
168,Deportista_168,Equipo_8,9,913728297
169,Deportista_169,Equipo_9,11,913728297
170,Deportista_170,Equipo_10,19,913728297
171,Deportista_171,Equipo_1,5,913728297
172,Deportista_172,Equipo_2,10,913728297
173,Deportista_173,Equipo_3,2,913728297
174,Deportista_174,Equipo_4,5,913728297
175,Deportista_175,Equipo_5,13,913728297
176,Deportista_176,Equipo_6,11,913728297
177,Deportista_177,Equipo_7,6,913728297
178,Deportista_178,Equipo_8,20,913728297
179,Deportista_179,Equipo_9,3,913728297
180,Deportista_180,Equipo_10,14,913728297
181,Deportista_181,Equipo_1,11,913728297
182,Deportista_182,Equipo_2,11,913728297
183,Deportista_183,Equipo_3,2,913728297
184,Deportista_184,Equipo_4,17,913728297
185,Deportista_185,Equipo_5,16,913728297
186,Deportista_186,Equipo_6,5,913728297
187,Deportista_187,Equipo_7,10,913728297
188,Deportista_188,Equipo_8,17,913728297
189,Deportista_189,Equipo_9,16,913728297
190,Deportista_190,Equipo_10,3,913728297
191,Deportista_191,Equipo_1,5,913728297
192,Deportista_192,Equipo_2,6,913728297
193,Deportista_193,Equipo_3,8,913728297
194,Deportista_194,Equipo_4,14,913728297
195,Deportista_195,Equipo_5,15,913728297
196,Deportista_196,Equipo_6,20,913728297
197,Deportista_197,Equipo_7,3,913728297
198,Deportista_198,Equipo_8,7,913728297
199,Deportista_199,Equipo_9,2,913728297
200,Deportista_200,Equipo_10,9,913728297
201,Deportista_201,Equipo_1,10,913728297
202,Deportista_202,Equipo_2,9,913728297
203,Deportista_203,Equipo_3,19,913728297
204,Deportista_204,Equipo_4,9,913728297
205,Deportista_205,Equipo_5,9,913728297
206,Deportista_206,Equipo_6,14,913728297
207,Deportista_207,Equipo_7,9,913728297
208,Deportista_208,Equipo_8,15,913728297
209,Deportista_209,Equipo_9,7,913728297
210,Deportista_210,Equipo_10,10,913728297
211,Deportista_211,Equipo_1,7,913728297
212,Deportista_212,Equipo_2,18,913728297
213,Deportista_213,Equipo_3,11,913728297
214,Deportista_214,Equipo_4,14,913728297
215,Deportista_215,Equipo_5,18,913728297
216,Deportista_216,Equipo_6,13,913728297
217,Deportista_217,Equipo_7,6,913728297
218,Deportista_218,Equipo_8,17,913728297
219,Deportista_219,Equipo_9,9,913728297
220,Deportista_220,Equipo_10,10,913728297
221,Deportista_221,Equipo_1,1,913728297
222,Deportista_222,Equipo_2,2,913728297
223,Deportista_223,Equipo_3,5,913728297
224,Deportista_224,Equipo_4,8,913728297
225,Deportista_225,Equipo_5,9,913728297
226,Deportista_226,Equipo_6,3,913728297
227,Deportista_227,Equipo_7,18,913728297
228,Deportista_228,Equipo_8,4,913728297
229,Deportista_229,Equipo_9,3,913728297
230,Deportista_230,Equipo_10,4,913728297
231,Deportista_231,Equipo_1,2,913728297
232,Deportista_232,Equipo_2,19,913728297
233,Deportista_233,Equipo_3,12,913728297
234,Deportista_234,Equipo_4,15,913728297
235,Deportista_235,Equipo_5,13,913728297
236,Deportista_236,Equipo_6,8,913728297
237,Deportista_237,Equipo_7,10,913728297
238,Deportista_238,Equipo_8,5,913728297
239,Deportista_239,Equipo_9,10,913728297
240,Deportista_240,Equipo_10,16,913728297
241,Deportista_241,Equipo_1,1,913728297
242,Deportista_242,Equipo_2,12,913728297
243,Deportista_243,Equipo_3,10,913728297
244,Deportista_244,Equipo_4,9,913728297
245,Deportista_245,Equipo_5,16,913728297
246,Deportista_246,Equipo_6,5,913728297
247,Deportista_247,Equipo_7,11,913728297
248,Deportista_248,Equipo_8,1,913728297
249,Deportista_249,Equipo_9,10,913728297
250,Deportista_250,Equipo_10,13,913728297
251,Deportista_251,Equipo_1,3,913728297
252,Deportista_252,Equipo_2,18,913728297
253,Deportista_253,Equipo_3,2,913728297
254,Deportista_254,Equipo_4,10,913728297
255,Deportista_255,Equipo_5,6,913728297
256,Deportista_256,Equipo_6,8,913728297
257,Deportista_257,Equipo_7,15,913728297
258,Deportista_258,Equipo_8,7,913728297
259,Deportista_259,Equipo_9,18,913728297
260,Deportista_260,Equipo_10,9,913728297
261,Deportista_261,Equipo_1,19,913728297
262,Deportista_262,Equipo_2,7,913728297
263,Deportista_263,Equipo_3,7,913728297
264,Deportista_264,Equipo_4,15,913728297
265,Deportista_265,Equipo_5,13,913728297
266,Deportista_266,Equipo_6,10,913728297
267,Deportista_267,Equipo_7,11,913728297
268,Deportista_268,Equipo_8,11,913728297
269,Deportista_269,Equipo_9,1,913728297
270,Deportista_270,Equipo_10,14,913728297
271,Deportista_271,Equipo_1,8,913728297
272,Deportista_272,Equipo_2,7,913728297
273,Deportista_273,Equipo_3,16,913728297
274,Deportista_274,Equipo_4,11,913728297
275,Deportista_275,Equipo_5,20,913728297
276,Deportista_276,Equipo_6,10,913728297
277,Deportista_277,Equipo_7,15,913728297
278,Deportista_278,Equipo_8,2,913728297
279,Deportista_279,Equipo_9,14,913728297
280,Deportista_280,Equipo_10,9,913728297
281,Deportista_281,Equipo_1,7,913728297
282,Deportista_282,Equipo_2,5,913728297
283,Deportista_283,Equipo_3,18,913728297
284,Deportista_284,Equipo_4,1,913728297
285,Deportista_285,Equipo_5,18,913728297
286,Deportista_286,Equipo_6,20,913728297
287,Deportista_287,Equipo_7,19,913728297
288,Deportista_288,Equipo_8,4,913728297
289,Deportista_289,Equipo_9,19,913728297
290,Deportista_290,Equipo_10,18,913728297
291,Deportista_291,Equipo_1,4,913728297
292,Deportista_292,Equipo_2,19,913728297
293,Deportista_293,Equipo_3,15,913728297
294,Deportista_294,Equipo_4,10,913728297
295,Deportista_295,Equipo_5,20,913728297
296,Deportista_296,Equipo_6,19,913728297
297,Deportista_297,Equipo_7,9,913728297
298,Deportista_298,Equipo_8,14,913728297
299,Deportista_299,Equipo_9,2,913728297
300,Deportista_300,Equipo_10,19,913728297
301,Deportista_301,Equipo_1,20,913728297
302,Deportista_302,Equipo_2,20,913728297
303,Deportista_303,Equipo_3,4,913728297
304,Deportista_304,Equipo_4,15,913728297
305,Deportista_305,Equipo_5,8,913728297
306,Deportista_306,Equipo_6,3,913728297
307,Deportista_307,Equipo_7,11,913728297
308,Deportista_308,Equipo_8,12,913728297
309,Deportista_309,Equipo_9,16,913728297
310,Deportista_310,Equipo_10,18,913728297
311,Deportista_311,Equipo_1,12,913728297
312,Deportista_312,Equipo_2,12,913728297
313,Deportista_313,Equipo_3,2,913728297
314,Deportista_314,Equipo_4,1,913728297
315,Deportista_315,Equipo_5,11,913728297
316,Deportista_316,Equipo_6,6,913728297
317,Deportista_317,Equipo_7,17,913728297
318,Deportista_318,Equipo_8,3,913728297
319,Deportista_319,Equipo_9,20,913728297
320,Deportista_320,Equipo_10,5,913728297
321,Deportista_321,Equipo_1,1,913728297
322,Deportista_322,Equipo_2,2,913728297
323,Deportista_323,Equipo_3,3,913728297
324,Deportista_324,Equipo_4,20,913728297
325,Deportista_325,Equipo_5,6,913728297
326,Deportista_326,Equipo_6,5,913728297
327,Deportista_327,Equipo_7,4,913728297
328,Deportista_328,Equipo_8,20,913728297
329,Deportista_329,Equipo_9,5,913728297
330,Deportista_330,Equipo_10,12,913728297
331,Deportista_331,Equipo_1,11,913728297
332,Deportista_332,Equipo_2,1,913728297
333,Deportista_333,Equipo_3,6,913728297
334,Deportista_334,Equipo_4,10,913728297
335,Deportista_335,Equipo_5,12,913728297
336,Deportista_336,Equipo_6,15,913728297
337,Deportista_337,Equipo_7,16,913728297
338,Deportista_338,Equipo_8,15,913728297
339,Deportista_339,Equipo_9,9,913728297
340,Deportista_340,Equipo_10,19,913728297
341,Deportista_341,Equipo_1,3,913728297
342,Deportista_342,Equipo_2,3,913728297
343,Deportista_343,Equipo_3,11,913728297
344,Deportista_344,Equipo_4,15,913728297
345,Deportista_345,Equipo_5,14,913728297
346,Deportista_346,Equipo_6,14,913728297
347,Deportista_347,Equipo_7,15,913728297
348,Deportista_348,Equipo_8,14,913728297
349,Deportista_349,Equipo_9,18,913728297
350,Deportista_350,Equipo_10,16,913728297
351,Deportista_351,Equipo_1,20,913728297
352,Deportista_352,Equipo_2,13,913728297
353,Deportista_353,Equipo_3,18,913728297
354,Deportista_354,Equipo_4,16,913728297
355,Deportista_355,Equipo_5,12,913728297
356,Deportista_356,Equipo_6,4,913728297
357,Deportista_357,Equipo_7,9,913728297
358,Deportista_358,Equipo_8,12,913728297
359,Deportista_359,Equipo_9,19,913728297
360,Deportista_360,Equipo_10,17,913728297
361,Deportista_361,Equipo_1,16,913728297
362,Deportista_362,Equipo_2,19,913728297
363,Deportista_363,Equipo_3,5,913728297
364,Deportista_364,Equipo_4,2,913728297
365,Deportista_365,Equipo_5,6,913728297
366,Deportista_366,Equipo_6,14,913728297
367,Deportista_367,Equipo_7,12,913728297
368,Deportista_368,Equipo_8,11,913728297
369,Deportista_369,Equipo_9,4,913728297
370,Deportista_370,Equipo_10,7,913728297
371,Deportista_371,Equipo_1,20,913728297
372,Deportista_372,Equipo_2,1,913728297
373,Deportista_373,Equipo_3,7,913728297
374,Deportista_374,Equipo_4,18,913728297
375,Deportista_375,Equipo_5,2,913728297
376,Deportista_376,Equipo_6,1,913728297
377,Deportista_377,Equipo_7,16,913728297
378,Deportista_378,Equipo_8,19,913728297
379,Deportista_379,Equipo_9,3,913728297
380,Deportista_380,Equipo_10,17,913728297
381,Deportista_381,Equipo_1,2,913728297
382,Deportista_382,Equipo_2,5,913728297
383,Deportista_383,Equipo_3,8,913728297
384,Deportista_384,Equipo_4,1,913728297
385,Deportista_385,Equipo_5,13,913728297
386,Deportista_386,Equipo_6,11,913728297
387,Deportista_387,Equipo_7,8,913728297
388,Deportista_388,Equipo_8,11,913728297
389,Deportista_389,Equipo_9,15,913728297
390,Deportista_390,Equipo_10,3,913728297
391,Deportista_391,Equipo_1,5,913728297
392,Deportista_392,Equipo_2,16,913728297
393,Deportista_393,Equipo_3,5,913728297
394,Deportista_394,Equipo_4,4,913728297
395,Deportista_395,Equipo_5,7,913728297
396,Deportista_396,Equipo_6,19,913728297
397,Deportista_397,Equipo_7,3,913728297
398,Deportista_398,Equipo_8,4,913728297
399,Deportista_399,Equipo_9,9,913728297
400,Deportista_400,Equipo_10,5,913728297
401,Deportista_401,Equipo_1,3,913728297
402,Deportista_402,Equipo_2,16,913728297
403,Deportista_403,Equipo_3,18,913728297
404,Deportista_404,Equipo_4,8,913728297
405,Deportista_405,Equipo_5,17,913728297
406,Deportista_406,Equipo_6,19,913728297
407,Deportista_407,Equipo_7,4,913728297
408,Deportista_408,Equipo_8,14,913728297
409,Deportista_409,Equipo_9,20,913728297
410,Deportista_410,Equipo_10,7,913728297
411,Deportista_411,Equipo_1,1,913728297
412,Deportista_412,Equipo_2,9,913728297
413,Deportista_413,Equipo_3,19,913728297
414,Deportista_414,Equipo_4,17,913728297
415,Deportista_415,Equipo_5,16,913728297
416,Deportista_416,Equipo_6,12,913728297
417,Deportista_417,Equipo_7,20,913728297
418,Deportista_418,Equipo_8,11,913728297
419,Deportista_419,Equipo_9,5,913728297
420,Deportista_420,Equipo_10,20,913728297
421,Deportista_421,Equipo_1,19,913728297
422,Deportista_422,Equipo_2,14,913728297
423,Deportista_423,Equipo_3,15,913728297
424,Deportista_424,Equipo_4,10,913728297
425,Deportista_425,Equipo_5,8,913728297
426,Deportista_426,Equipo_6,4,913728297
427,Deportista_427,Equipo_7,12,913728297
428,Deportista_428,Equipo_8,3,913728297
429,Deportista_429,Equipo_9,16,913728297
430,Deportista_430,Equipo_10,20,913728297
431,Deportista_431,Equipo_1,15,913728297
432,Deportista_432,Equipo_2,12,913728297
433,Deportista_433,Equipo_3,18,913728297
434,Deportista_434,Equipo_4,2,913728297
435,Deportista_435,Equipo_5,4,913728297
436,Deportista_436,Equipo_6,14,913728297
437,Deportista_437,Equipo_7,2,913728297
438,Deportista_438,Equipo_8,16,913728297
439,Deportista_439,Equipo_9,6,913728297
440,Deportista_440,Equipo_10,3,913728297
441,Deportista_441,Equipo_1,12,913728297
442,Deportista_442,Equipo_2,13,913728297
443,Deportista_443,Equipo_3,2,913728297
444,Deportista_444,Equipo_4,16,913728297
445,Deportista_445,Equipo_5,9,913728297
446,Deportista_446,Equipo_6,20,913728297
447,Deportista_447,Equipo_7,18,913728297
448,Deportista_448,Equipo_8,17,913728297
449,Deportista_449,Equipo_9,18,913728297
450,Deportista_450,Equipo_10,8,913728297
451,Deportista_451,Equipo_1,3,913728297
452,Deportista_452,Equipo_2,7,913728297
453,Deportista_453,Equipo_3,1,913728297
454,Deportista_454,Equipo_4,12,913728297
455,Deportista_455,Equipo_5,7,913728297
456,Deportista_456,Equipo_6,11,913728297
457,Deportista_457,Equipo_7,4,913728297
458,Deportista_458,Equipo_8,17,913728297
459,Deportista_459,Equipo_9,1,913728297
460,Deportista_460,Equipo_10,6,913728297
461,Deportista_461,Equipo_1,20,913728297
462,Deportista_462,Equipo_2,11,913728297
463,Deportista_463,Equipo_3,1,913728297
464,Deportista_464,Equipo_4,4,913728297
465,Deportista_465,Equipo_5,9,913728297
466,Deportista_466,Equipo_6,2,913728297
467,Deportista_467,Equipo_7,16,913728297
468,Deportista_468,Equipo_8,6,913728297
469,Deportista_469,Equipo_9,11,913728297
470,Deportista_470,Equipo_10,14,913728297
471,Deportista_471,Equipo_1,3,913728297
472,Deportista_472,Equipo_2,11,913728297
473,Deportista_473,Equipo_3,18,913728297
474,Deportista_474,Equipo_4,7,913728297
475,Deportista_475,Equipo_5,12,913728297
476,Deportista_476,Equipo_6,10,913728297
477,Deportista_477,Equipo_7,9,913728297
478,Deportista_478,Equipo_8,19,913728297
479,Deportista_479,Equipo_9,11,913728297
480,Deportista_480,Equipo_10,18,913728297
481,Deportista_481,Equipo_1,17,913728297
482,Deportista_482,Equipo_2,13,913728297
483,Deportista_483,Equipo_3,8,913728297
484,Deportista_484,Equipo_4,20,913728297
485,Deportista_485,Equipo_5,7,913728297
486,Deportista_486,Equipo_6,18,913728297
487,Deportista_487,Equipo_7,16,913728297
488,Deportista_488,Equipo_8,19,913728297
489,Deportista_489,Equipo_9,16,913728297
490,Deportista_490,Equipo_10,6,913728297
491,Deportista_491,Equipo_1,9,913728297
492,Deportista_492,Equipo_2,9,913728297
493,Deportista_493,Equipo_3,14,913728297
494,Deportista_494,Equipo_4,18,913728297
495,Deportista_495,Equipo_5,13,913728297
496,Deportista_496,Equipo_6,6,913728297
497,Deportista_497,Equipo_7,6,913728297
498,Deportista_498,Equipo_8,4,913728297
499,Deportista_499,Equipo_9,8,913728297
500,Deportista_500,Equipo_10,2,913728297
501,Deportista_501,Equipo_1,15,913728297
502,Deportista_502,Equipo_2,15,913728297
503,Deportista_503,Equipo_3,20,913728297
504,Deportista_504,Equipo_4,18,913728297
505,Deportista_505,Equipo_5,2,913728297
506,Deportista_506,Equipo_6,13,913728297
507,Deportista_507,Equipo_7,17,913728297
508,Deportista_508,Equipo_8,11,913728297
509,Deportista_509,Equipo_9,3,913728297
510,Deportista_510,Equipo_10,18,913728297
511,Deportista_511,Equipo_1,14,913728297
512,Deportista_512,Equipo_2,7,913728297
513,Deportista_513,Equipo_3,5,913728297
514,Deportista_514,Equipo_4,4,913728297
515,Deportista_515,Equipo_5,13,913728297
516,Deportista_516,Equipo_6,18,913728297
517,Deportista_517,Equipo_7,9,913728297
518,Deportista_518,Equipo_8,1,913728297
519,Deportista_519,Equipo_9,17,913728297
520,Deportista_520,Equipo_10,2,913728297
521,Deportista_521,Equipo_1,13,913728297
522,Deportista_522,Equipo_2,12,913728297
523,Deportista_523,Equipo_3,18,913728297
524,Deportista_524,Equipo_4,4,913728297
525,Deportista_525,Equipo_5,13,913728297
526,Deportista_526,Equipo_6,7,913728297
527,Deportista_527,Equipo_7,8,913728297
528,Deportista_528,Equipo_8,10,913728297
529,Deportista_529,Equipo_9,15,913728297
530,Deportista_530,Equipo_10,16,913728297
531,Deportista_531,Equipo_1,2,913728297
532,Deportista_532,Equipo_2,19,913728297
533,Deportista_533,Equipo_3,17,913728297
534,Deportista_534,Equipo_4,17,913728297
535,Deportista_535,Equipo_5,1,913728297
536,Deportista_536,Equipo_6,15,913728297
537,Deportista_537,Equipo_7,15,913728297
538,Deportista_538,Equipo_8,7,913728297
539,Deportista_539,Equipo_9,20,913728297
540,Deportista_540,Equipo_10,16,913728297
541,Deportista_541,Equipo_1,2,913728297
542,Deportista_542,Equipo_2,11,913728297
543,Deportista_543,Equipo_3,10,913728297
544,Deportista_544,Equipo_4,14,913728297
545,Deportista_545,Equipo_5,16,913728297
546,Deportista_546,Equipo_6,16,913728297
547,Deportista_547,Equipo_7,14,913728297
548,Deportista_548,Equipo_8,19,913728297
549,Deportista_549,Equipo_9,16,913728297
550,Deportista_550,Equipo_10,14,913728297
551,Deportista_551,Equipo_1,17,913728297
552,Deportista_552,Equipo_2,14,913728297
553,Deportista_553,Equipo_3,7,913728297
554,Deportista_554,Equipo_4,19,913728297
555,Deportista_555,Equipo_5,1,913728297
556,Deportista_556,Equipo_6,2,913728297
557,Deportista_557,Equipo_7,11,913728297
558,Deportista_558,Equipo_8,11,913728297
559,Deportista_559,Equipo_9,15,913728297
560,Deportista_560,Equipo_10,5,913728297
561,Deportista_561,Equipo_1,5,913728297
562,Deportista_562,Equipo_2,20,913728297
563,Deportista_563,Equipo_3,5,913728297
564,Deportista_564,Equipo_4,19,913728297
565,Deportista_565,Equipo_5,17,913728297
566,Deportista_566,Equipo_6,20,913728297
567,Deportista_567,Equipo_7,4,913728297
568,Deportista_568,Equipo_8,17,913728297
569,Deportista_569,Equipo_9,16,913728297
570,Deportista_570,Equipo_10,12,913728297
571,Deportista_571,Equipo_1,13,913728297
572,Deportista_572,Equipo_2,10,913728297
573,Deportista_573,Equipo_3,9,913728297
574,Deportista_574,Equipo_4,3,913728297
575,Deportista_575,Equipo_5,8,913728297
576,Deportista_576,Equipo_6,17,913728297
577,Deportista_577,Equipo_7,18,913728297
578,Deportista_578,Equipo_8,13,913728297
579,Deportista_579,Equipo_9,18,913728297
580,Deportista_580,Equipo_10,6,913728297
581,Deportista_581,Equipo_1,18,913728297
582,Deportista_582,Equipo_2,19,913728297
583,Deportista_583,Equipo_3,14,913728297
584,Deportista_584,Equipo_4,15,913728297
585,Deportista_585,Equipo_5,14,913728297
586,Deportista_586,Equipo_6,9,913728297
587,Deportista_587,Equipo_7,11,913728297
588,Deportista_588,Equipo_8,20,913728297
589,Deportista_589,Equipo_9,1,913728297
590,Deportista_590,Equipo_10,5,913728297
591,Deportista_591,Equipo_1,1,913728297
592,Deportista_592,Equipo_2,3,913728297
593,Deportista_593,Equipo_3,1,913728297
594,Deportista_594,Equipo_4,4,913728297
595,Deportista_595,Equipo_5,1,913728297
596,Deportista_596,Equipo_6,4,913728297
597,Deportista_597,Equipo_7,18,913728297
598,Deportista_598,Equipo_8,12,913728297
599,Deportista_599,Equipo_9,1,913728297
600,Deportista_600,Equipo_10,11,913728297
601,Deportista_601,Equipo_1,12,913728297
602,Deportista_602,Equipo_2,11,913728297
603,Deportista_603,Equipo_3,8,913728297
604,Deportista_604,Equipo_4,12,913728297
605,Deportista_605,Equipo_5,4,913728297
606,Deportista_606,Equipo_6,20,913728297
607,Deportista_607,Equipo_7,9,913728297
608,Deportista_608,Equipo_8,7,913728297
609,Deportista_609,Equipo_9,13,913728297
610,Deportista_610,Equipo_10,11,913728297
611,Deportista_611,Equipo_1,11,913728297
612,Deportista_612,Equipo_2,4,913728297
613,Deportista_613,Equipo_3,20,913728297
614,Deportista_614,Equipo_4,10,913728297
615,Deportista_615,Equipo_5,12,913728297
616,Deportista_616,Equipo_6,5,913728297
617,Deportista_617,Equipo_7,11,913728297
618,Deportista_618,Equipo_8,16,913728297
619,Deportista_619,Equipo_9,16,913728297
620,Deportista_620,Equipo_10,2,913728297
621,Deportista_621,Equipo_1,15,913728297
622,Deportista_622,Equipo_2,8,913728297
623,Deportista_623,Equipo_3,8,913728297
624,Deportista_624,Equipo_4,4,913728297
625,Deportista_625,Equipo_5,3,913728297
626,Deportista_626,Equipo_6,5,913728297
627,Deportista_627,Equipo_7,20,913728297
628,Deportista_628,Equipo_8,4,913728297
629,Deportista_629,Equipo_9,14,913728297
630,Deportista_630,Equipo_10,10,913728297
631,Deportista_631,Equipo_1,5,913728297
632,Deportista_632,Equipo_2,20,913728297
633,Deportista_633,Equipo_3,20,913728297
634,Deportista_634,Equipo_4,16,913728297
